Year,LapNumber,Attacker_Driver,Defender_Driver,Attacker_Position,Attacker_LapTime,Attacker_TyreLife,Attacker_Compound,Defender_LapTime,Defender_TyreLife,Defender_Compound,Delta_LapTime,Delta_TyreLife,Compound_Advantage,Estimated_Gap,IsOvertake
2022,37.0,GAS,RIC,9.0,87.632,20.0,HARD,88.336,18.0,HARD,-0.7039999999999935,2.0,0,0.35199999999999676,0
2022,37.0,DEV,GAS,10.0,87.149,18.0,MEDIUM,87.632,20.0,HARD,-0.4830000000000041,-2.0,1,0.24150000000000205,0
2022,37.0,ZHO,DEV,11.0,87.278,19.0,HARD,87.149,18.0,MEDIUM,0.1290000000000049,1.0,-1,0.06450000000000244,0
2022,37.0,OCO,ZHO,12.0,86.593,18.0,HARD,87.278,19.0,HARD,-0.6850000000000023,-1.0,0,0.34250000000000114,0
2022,37.0,TSU,OCO,13.0,87.075,19.0,HARD,86.593,18.0,HARD,0.4819999999999993,1.0,0,0.24099999999999966,0
2022,37.0,LAT,TSU,14.0,87.071,22.0,HARD,87.075,19.0,HARD,-0.0040000000000048885,3.0,0,0.0020000000000024443,0
2022,37.0,MSC,LAT,15.0,87.488,4.0,SOFT,87.071,22.0,HARD,0.4170000000000016,-18.0,2,0.2085000000000008,0
2022,37.0,BOT,MSC,16.0,86.481,2.0,SOFT,87.488,4.0,SOFT,-1.007000000000005,-2.0,0,0.5035000000000025,0
2022,37.0,STR,BOT,17.0,88.318,20.0,HARD,86.481,2.0,SOFT,1.8370000000000033,18.0,-2,0.9185000000000016,0
2022,37.0,MAG,STR,18.0,86.798,13.0,HARD,88.318,20.0,HARD,-1.519999999999996,-7.0,0,0.759999999999998,0
2022,38.0,LEC,VER,2.0,84.336,5.0,SOFT,84.745,13.0,MEDIUM,-0.409000000000006,-8.0,1,0.204500000000003,0
2022,38.0,RUS,LEC,3.0,85.645,15.0,HARD,84.336,5.0,SOFT,1.3089999999999975,10.0,-2,0.6544999999999987,0
2022,38.0,SAI,RUS,4.0,84.565,8.0,SOFT,85.645,15.0,HARD,-1.0799999999999983,-7.0,2,0.5399999999999991,0
2022,38.0,PER,SAI,5.0,85.868,31.0,HARD,84.565,8.0,SOFT,1.3029999999999973,23.0,-2,0.6514999999999986,0
2022,38.0,HAM,PER,6.0,84.82,5.0,SOFT,85.868,31.0,HARD,-1.0480000000000018,-26.0,2,0.5240000000000009,0
2022,38.0,NOR,HAM,7.0,85.167,5.0,SOFT,84.82,5.0,SOFT,0.3470000000000084,0.0,0,0.1735000000000042,0
2022,38.0,RIC,NOR,8.0,86.778,19.0,HARD,85.167,5.0,SOFT,1.6110000000000042,14.0,-2,0.8055000000000021,0
2022,38.0,GAS,RIC,9.0,87.047,21.0,HARD,86.778,19.0,HARD,0.26899999999999125,2.0,0,0.13449999999999562,0
2022,38.0,DEV,GAS,10.0,87.324,19.0,MEDIUM,87.047,21.0,HARD,0.277000000000001,-2.0,1,0.1385000000000005,0
2022,38.0,ZHO,DEV,11.0,87.156,20.0,HARD,87.324,19.0,MEDIUM,-0.16799999999999216,1.0,-1,0.08399999999999608,0
2022,38.0,OCO,ZHO,12.0,86.667,19.0,HARD,87.156,20.0,HARD,-0.4890000000000043,-1.0,0,0.24450000000000216,0
2022,38.0,TSU,OCO,13.0,86.93,20.0,HARD,86.667,19.0,HARD,0.26300000000000523,1.0,0,0.13150000000000261,0
2022,38.0,LAT,TSU,14.0,88.025,23.0,HARD,86.93,20.0,HARD,1.0949999999999989,3.0,0,0.5474999999999994,0
2022,38.0,MSC,LAT,15.0,85.708,5.0,SOFT,88.025,23.0,HARD,-2.3170000000000073,-18.0,2,1.1585000000000036,0
2022,38.0,BOT,MSC,16.0,86.105,3.0,SOFT,85.708,5.0,SOFT,0.39700000000000557,-2.0,0,0.19850000000000279,0
2022,38.0,STR,BOT,17.0,87.475,21.0,HARD,86.105,3.0,SOFT,1.3699999999999903,18.0,-2,0.6849999999999952,0
2022,38.0,MAG,STR,18.0,87.075,14.0,HARD,87.475,21.0,HARD,-0.3999999999999915,-7.0,0,0.19999999999999574,0
2022,39.0,LEC,VER,2.0,84.411,6.0,SOFT,84.815,14.0,MEDIUM,-0.40399999999999636,-8.0,1,0.20199999999999818,0
2022,39.0,RUS,LEC,3.0,85.652,16.0,HARD,84.411,6.0,SOFT,1.2409999999999997,10.0,-2,0.6204999999999998,0
2022,39.0,SAI,RUS,4.0,84.42,9.0,SOFT,85.652,16.0,HARD,-1.2319999999999993,-7.0,2,0.6159999999999997,0
2022,39.0,PER,SAI,5.0,85.57,32.0,HARD,84.42,9.0,SOFT,1.1499999999999915,23.0,-2,0.5749999999999957,0
2022,39.0,HAM,PER,6.0,84.714,6.0,SOFT,85.57,32.0,HARD,-0.8559999999999945,-26.0,2,0.42799999999999727,0
2022,39.0,NOR,HAM,7.0,85.034,6.0,SOFT,84.714,6.0,SOFT,0.3200000000000074,0.0,0,0.1600000000000037,0
2022,39.0,RIC,NOR,8.0,86.603,20.0,HARD,85.034,6.0,SOFT,1.5689999999999884,14.0,-2,0.7844999999999942,0
2022,39.0,GAS,RIC,9.0,86.932,22.0,HARD,86.603,20.0,HARD,0.32900000000000773,2.0,0,0.16450000000000387,0
2022,39.0,DEV,GAS,10.0,87.198,20.0,MEDIUM,86.932,22.0,HARD,0.26599999999999113,-2.0,1,0.13299999999999557,0
2022,39.0,ZHO,DEV,11.0,87.224,21.0,HARD,87.198,20.0,MEDIUM,0.02600000000001046,1.0,-1,0.01300000000000523,0
2022,39.0,OCO,ZHO,12.0,86.704,20.0,HARD,87.224,21.0,HARD,-0.5200000000000102,-1.0,0,0.2600000000000051,0
2022,39.0,TSU,OCO,13.0,86.99,21.0,HARD,86.704,20.0,HARD,0.28600000000000136,1.0,0,0.14300000000000068,0
2022,39.0,LAT,TSU,14.0,87.309,24.0,HARD,86.99,21.0,HARD,0.3190000000000026,3.0,0,0.1595000000000013,0
2022,39.0,MSC,LAT,15.0,86.523,6.0,SOFT,87.309,24.0,HARD,-0.7860000000000014,-18.0,2,0.3930000000000007,0
2022,39.0,BOT,MSC,16.0,86.123,4.0,SOFT,86.523,6.0,SOFT,-0.3999999999999915,-2.0,0,0.19999999999999574,0
2022,39.0,MAG,STR,18.0,87.498,15.0,HARD,94.274,22.0,HARD,-6.775999999999996,-7.0,0,3.387999999999998,1
2022,40.0,LEC,VER,2.0,84.745,7.0,SOFT,84.905,15.0,MEDIUM,-0.1599999999999966,-8.0,1,0.0799999999999983,0
2022,40.0,RUS,LEC,3.0,85.288,17.0,HARD,84.745,7.0,SOFT,0.5429999999999922,10.0,-2,0.2714999999999961,0
2022,40.0,SAI,RUS,4.0,84.652,10.0,SOFT,85.288,17.0,HARD,-0.6359999999999957,-7.0,2,0.31799999999999784,0
2022,40.0,PER,SAI,5.0,85.572,33.0,HARD,84.652,10.0,SOFT,0.9200000000000017,23.0,-2,0.46000000000000085,0
2022,40.0,HAM,PER,6.0,84.525,7.0,SOFT,85.572,33.0,HARD,-1.046999999999997,-26.0,2,0.5234999999999985,0
2022,40.0,NOR,HAM,7.0,84.926,7.0,SOFT,84.525,7.0,SOFT,0.40099999999999625,0.0,0,0.20049999999999812,0
2022,40.0,RIC,NOR,8.0,86.759,21.0,HARD,84.926,7.0,SOFT,1.8329999999999984,14.0,-2,0.9164999999999992,0
2022,40.0,GAS,RIC,9.0,86.949,23.0,HARD,86.759,21.0,HARD,0.18999999999999773,2.0,0,0.09499999999999886,0
2022,40.0,DEV,GAS,10.0,86.824,21.0,MEDIUM,86.949,23.0,HARD,-0.125,-2.0,1,0.0625,0
2022,40.0,ZHO,DEV,11.0,86.991,22.0,HARD,86.824,21.0,MEDIUM,0.1670000000000016,1.0,-1,0.0835000000000008,0
2022,40.0,OCO,ZHO,12.0,86.594,21.0,HARD,86.991,22.0,HARD,-0.39700000000000557,-1.0,0,0.19850000000000279,0
2022,40.0,TSU,OCO,13.0,87.86,22.0,HARD,86.594,21.0,HARD,1.2660000000000053,1.0,0,0.6330000000000027,0
2022,40.0,LAT,TSU,14.0,87.284,25.0,HARD,87.86,22.0,HARD,-0.5759999999999934,3.0,0,0.2879999999999967,0
2022,40.0,MSC,LAT,15.0,87.339,7.0,SOFT,87.284,25.0,HARD,0.05499999999999261,-18.0,2,0.027499999999996305,1
2022,40.0,BOT,MSC,16.0,86.104,5.0,SOFT,87.339,7.0,SOFT,-1.2349999999999994,-2.0,0,0.6174999999999997,0
2022,40.0,MAG,BOT,17.0,87.061,16.0,HARD,86.104,5.0,SOFT,0.9570000000000078,11.0,-2,0.4785000000000039,0
2022,41.0,LEC,VER,2.0,84.522,8.0,SOFT,85.078,16.0,MEDIUM,-0.5559999999999974,-8.0,1,0.2779999999999987,0
2022,41.0,RUS,LEC,3.0,85.366,18.0,HARD,84.522,8.0,SOFT,0.8439999999999941,10.0,-2,0.42199999999999704,0
2022,41.0,SAI,RUS,4.0,84.446,11.0,SOFT,85.366,18.0,HARD,-0.9200000000000017,-7.0,2,0.46000000000000085,0
2022,41.0,PER,SAI,5.0,85.7,34.0,HARD,84.446,11.0,SOFT,1.2540000000000049,23.0,-2,0.6270000000000024,0
2022,41.0,HAM,PER,6.0,84.49,8.0,SOFT,85.7,34.0,HARD,-1.210000000000008,-26.0,2,0.605000000000004,0
2022,41.0,NOR,HAM,7.0,84.799,8.0,SOFT,84.49,8.0,SOFT,0.3090000000000117,0.0,0,0.15450000000000585,0
2022,41.0,RIC,NOR,8.0,86.751,22.0,HARD,84.799,8.0,SOFT,1.9519999999999982,14.0,-2,0.9759999999999991,0
2022,41.0,GAS,RIC,9.0,86.721,24.0,HARD,86.751,22.0,HARD,-0.030000000000001137,2.0,0,0.015000000000000568,0
2022,41.0,DEV,GAS,10.0,86.624,22.0,MEDIUM,86.721,24.0,HARD,-0.09700000000000841,-2.0,1,0.048500000000004206,0
2022,41.0,ZHO,DEV,11.0,86.361,23.0,HARD,86.624,22.0,MEDIUM,-0.262999999999991,1.0,-1,0.1314999999999955,0
2022,41.0,OCO,ZHO,12.0,86.703,22.0,HARD,86.361,23.0,HARD,0.34199999999999875,-1.0,0,0.17099999999999937,0
2022,41.0,TSU,OCO,13.0,87.268,23.0,HARD,86.703,22.0,HARD,0.5649999999999977,1.0,0,0.28249999999999886,0
2022,41.0,MSC,TSU,14.0,86.805,8.0,SOFT,87.268,23.0,HARD,-0.46299999999999386,-15.0,2,0.23149999999999693,0
2022,41.0,LAT,MSC,15.0,88.779,26.0,HARD,86.805,8.0,SOFT,1.9739999999999895,18.0,-2,0.9869999999999948,0
2022,41.0,BOT,LAT,16.0,86.356,6.0,SOFT,88.779,26.0,HARD,-2.423000000000002,-20.0,2,1.211500000000001,1
2022,41.0,MAG,BOT,17.0,87.645,17.0,HARD,86.356,6.0,SOFT,1.2890000000000015,11.0,-2,0.6445000000000007,0
2022,42.0,LEC,VER,2.0,84.612,9.0,SOFT,84.926,17.0,MEDIUM,-0.31400000000000716,-8.0,1,0.15700000000000358,0
2022,42.0,RUS,LEC,3.0,85.431,19.0,HARD,84.612,9.0,SOFT,0.8190000000000026,10.0,-2,0.4095000000000013,0
2022,42.0,SAI,RUS,4.0,84.739,12.0,SOFT,85.431,19.0,HARD,-0.6919999999999931,-7.0,2,0.34599999999999653,0
2022,42.0,HAM,PER,6.0,84.471,9.0,SOFT,89.491,35.0,HARD,-5.019999999999996,-26.0,2,2.509999999999998,1
2022,42.0,NOR,HAM,7.0,85.082,9.0,SOFT,84.471,9.0,SOFT,0.61099999999999,0.0,0,0.305499999999995,1
2022,42.0,RIC,NOR,8.0,86.775,23.0,HARD,85.082,9.0,SOFT,1.693000000000012,14.0,-2,0.846500000000006,0
2022,42.0,GAS,RIC,9.0,86.817,25.0,HARD,86.775,23.0,HARD,0.04199999999998738,2.0,0,0.02099999999999369,0
2022,42.0,DEV,GAS,10.0,87.153,23.0,MEDIUM,86.817,25.0,HARD,0.33600000000001273,-2.0,1,0.16800000000000637,0
2022,42.0,ZHO,DEV,11.0,87.208,24.0,HARD,87.153,23.0,MEDIUM,0.05499999999999261,1.0,-1,0.027499999999996305,0
2022,42.0,OCO,ZHO,12.0,86.99,23.0,HARD,87.208,24.0,HARD,-0.21800000000000352,-1.0,0,0.10900000000000176,0
2022,42.0,TSU,OCO,13.0,87.286,24.0,HARD,86.99,23.0,HARD,0.2960000000000065,1.0,0,0.14800000000000324,0
2022,42.0,MSC,TSU,14.0,86.195,9.0,SOFT,87.286,24.0,HARD,-1.0910000000000082,-15.0,2,0.5455000000000041,0
2022,42.0,BOT,MSC,15.0,86.197,7.0,SOFT,86.195,9.0,SOFT,0.0020000000000095497,-2.0,0,0.0010000000000047748,0
2022,42.0,LAT,BOT,16.0,88.415,27.0,HARD,86.197,7.0,SOFT,2.2180000000000035,20.0,-2,1.1090000000000018,0
2022,42.0,MAG,LAT,17.0,87.416,18.0,HARD,88.415,27.0,HARD,-0.9990000000000094,-9.0,0,0.4995000000000047,0
2022,43.0,LEC,VER,2.0,84.532,10.0,SOFT,85.01,18.0,MEDIUM,-0.47800000000000864,-8.0,1,0.23900000000000432,0
2022,43.0,RUS,LEC,3.0,85.509,20.0,HARD,84.532,10.0,SOFT,0.9770000000000039,10.0,-2,0.48850000000000193,0
2022,43.0,SAI,RUS,4.0,84.599,13.0,SOFT,85.509,20.0,HARD,-0.9099999999999966,-7.0,2,0.4549999999999983,0
2022,43.0,HAM,SAI,5.0,84.434,10.0,SOFT,84.599,13.0,SOFT,-0.16500000000000625,-3.0,0,0.08250000000000313,0
2022,43.0,NOR,HAM,6.0,84.718,10.0,SOFT,84.434,10.0,SOFT,0.284000000000006,0.0,0,0.142000000000003,0
2022,43.0,GAS,RIC,9.0,86.734,26.0,HARD,86.751,24.0,HARD,-0.017000000000010118,2.0,0,0.008500000000005059,0
2022,43.0,DEV,GAS,10.0,87.266,24.0,MEDIUM,86.734,26.0,HARD,0.5320000000000107,-2.0,1,0.26600000000000534,0
2022,43.0,ZHO,DEV,11.0,87.411,25.0,HARD,87.266,24.0,MEDIUM,0.14499999999999602,1.0,-1,0.07249999999999801,0
2022,43.0,OCO,ZHO,12.0,87.996,24.0,HARD,87.411,25.0,HARD,0.5849999999999937,-1.0,0,0.2924999999999969,0
2022,43.0,TSU,OCO,13.0,86.857,25.0,HARD,87.996,24.0,HARD,-1.1389999999999958,1.0,0,0.5694999999999979,0
2022,43.0,MSC,TSU,14.0,85.298,10.0,SOFT,86.857,25.0,HARD,-1.5589999999999975,-15.0,2,0.7794999999999987,0
2022,43.0,BOT,MSC,15.0,86.25,8.0,SOFT,85.298,10.0,SOFT,0.9519999999999982,-2.0,0,0.4759999999999991,0
2022,43.0,LAT,BOT,16.0,87.331,28.0,HARD,86.25,8.0,SOFT,1.081000000000003,20.0,-2,0.5405000000000015,0
2022,43.0,MAG,LAT,17.0,88.341,19.0,HARD,87.331,28.0,HARD,1.009999999999991,-9.0,0,0.5049999999999955,0
2022,44.0,LEC,VER,2.0,84.793,11.0,SOFT,85.122,19.0,MEDIUM,-0.3289999999999935,-8.0,1,0.16449999999999676,0
2022,44.0,RUS,LEC,3.0,86.052,21.0,HARD,84.793,11.0,SOFT,1.2590000000000003,10.0,-2,0.6295000000000002,0
2022,44.0,SAI,RUS,4.0,84.498,14.0,SOFT,86.052,21.0,HARD,-1.554000000000002,-7.0,2,0.777000000000001,0
2022,44.0,HAM,SAI,5.0,84.984,11.0,SOFT,84.498,14.0,SOFT,0.48599999999999,-3.0,0,0.242999999999995,0
2022,44.0,NOR,HAM,6.0,84.891,11.0,SOFT,84.984,11.0,SOFT,-0.09299999999998931,0.0,0,0.04649999999999466,0
2022,44.0,PER,NOR,7.0,84.457,2.0,SOFT,84.891,11.0,SOFT,-0.4340000000000117,-9.0,0,0.21700000000000585,0
2022,44.0,RIC,PER,8.0,87.184,25.0,HARD,84.457,2.0,SOFT,2.727000000000004,23.0,-2,1.363500000000002,0
2022,44.0,GAS,RIC,9.0,87.055,27.0,HARD,87.184,25.0,HARD,-0.12899999999999068,2.0,0,0.06449999999999534,0
2022,44.0,DEV,GAS,10.0,87.348,25.0,MEDIUM,87.055,27.0,HARD,0.29299999999999216,-2.0,1,0.14649999999999608,0
2022,44.0,ZHO,DEV,11.0,88.275,26.0,HARD,87.348,25.0,MEDIUM,0.9270000000000067,1.0,-1,0.46350000000000335,0
2022,44.0,OCO,ZHO,12.0,87.391,25.0,HARD,88.275,26.0,HARD,-0.8840000000000003,-1.0,0,0.44200000000000017,0
2022,44.0,TSU,OCO,13.0,87.136,26.0,HARD,87.391,25.0,HARD,-0.25500000000000966,1.0,0,0.12750000000000483,0
2022,44.0,MSC,TSU,14.0,85.993,11.0,SOFT,87.136,26.0,HARD,-1.1430000000000007,-15.0,2,0.5715000000000003,1
2022,44.0,BOT,MSC,15.0,86.062,9.0,SOFT,85.993,11.0,SOFT,0.06900000000000261,-2.0,0,0.03450000000000131,0
2022,44.0,LAT,BOT,16.0,87.99,29.0,HARD,86.062,9.0,SOFT,1.9279999999999973,20.0,-2,0.9639999999999986,0
2022,44.0,MAG,LAT,17.0,87.224,20.0,HARD,87.99,29.0,HARD,-0.7659999999999911,-9.0,0,0.38299999999999557,0
2022,45.0,LEC,VER,2.0,85.17,12.0,SOFT,84.824,20.0,MEDIUM,0.34600000000000364,-8.0,1,0.17300000000000182,0
2022,45.0,RUS,LEC,3.0,86.052,22.0,HARD,85.17,12.0,SOFT,0.882000000000005,10.0,-2,0.4410000000000025,0
2022,45.0,SAI,RUS,4.0,84.684,15.0,SOFT,86.052,22.0,HARD,-1.3680000000000092,-7.0,2,0.6840000000000046,0
2022,45.0,HAM,SAI,5.0,84.845,12.0,SOFT,84.684,15.0,SOFT,0.16100000000000136,-3.0,0,0.08050000000000068,0
2022,45.0,NOR,HAM,6.0,84.825,12.0,SOFT,84.845,12.0,SOFT,-0.01999999999999602,0.0,0,0.00999999999999801,0
2022,45.0,PER,NOR,7.0,84.566,3.0,SOFT,84.825,12.0,SOFT,-0.25900000000000034,-9.0,0,0.12950000000000017,0
2022,45.0,GAS,RIC,9.0,88.377,28.0,HARD,87.296,26.0,HARD,1.0809999999999889,2.0,0,0.5404999999999944,1
2022,45.0,DEV,GAS,10.0,86.949,26.0,MEDIUM,88.377,28.0,HARD,-1.4279999999999973,-2.0,1,0.7139999999999986,1
2022,45.0,ZHO,DEV,11.0,87.156,27.0,HARD,86.949,26.0,MEDIUM,0.20700000000000784,1.0,-1,0.10350000000000392,1
2022,45.0,OCO,ZHO,12.0,86.869,26.0,HARD,87.156,27.0,HARD,-0.28700000000000614,-1.0,0,0.14350000000000307,1
2022,45.0,MSC,OCO,13.0,86.264,12.0,SOFT,86.869,26.0,HARD,-0.605000000000004,-14.0,2,0.302500000000002,1
2022,45.0,TSU,MSC,14.0,87.877,27.0,HARD,86.264,12.0,SOFT,1.6129999999999995,15.0,-2,0.8064999999999998,1
2022,45.0,BOT,TSU,15.0,85.706,10.0,SOFT,87.877,27.0,HARD,-2.1709999999999923,-17.0,2,1.0854999999999961,1
2022,45.0,LAT,BOT,16.0,87.452,30.0,HARD,85.706,10.0,SOFT,1.7459999999999951,20.0,-2,0.8729999999999976,1
2022,45.0,MAG,LAT,17.0,87.573,21.0,HARD,87.452,30.0,HARD,0.12099999999999511,-9.0,0,0.060499999999997556,1
2022,46.0,LEC,VER,2.0,84.452,13.0,SOFT,85.257,21.0,MEDIUM,-0.8050000000000068,-8.0,1,0.4025000000000034,0
2022,46.0,RUS,LEC,3.0,85.833,23.0,HARD,84.452,13.0,SOFT,1.3810000000000002,10.0,-2,0.6905000000000001,0
2022,46.0,SAI,RUS,4.0,84.58,16.0,SOFT,85.833,23.0,HARD,-1.2530000000000001,-7.0,2,0.6265000000000001,0
2022,46.0,HAM,SAI,5.0,84.944,13.0,SOFT,84.58,16.0,SOFT,0.3640000000000043,-3.0,0,0.18200000000000216,0
2022,51.0,SAI,RUS,4.0,93.571,4.0,SOFT,93.77,7.0,SOFT,-0.19899999999999807,-3.0,0,0.09949999999999903,0
2022,51.0,HAM,SAI,5.0,93.562,18.0,SOFT,93.571,4.0,SOFT,-0.009000000000000341,14.0,0,0.0045000000000001705,0
2022,51.0,PER,HAM,6.0,93.801,9.0,SOFT,93.562,18.0,SOFT,0.23900000000000432,-9.0,0,0.11950000000000216,0
2022,51.0,NOR,PER,7.0,93.826,7.0,SOFT,93.801,9.0,SOFT,0.024999999999991473,-2.0,0,0.012499999999995737,0
2022,51.0,GAS,NOR,8.0,91.926,34.0,HARD,93.826,7.0,SOFT,-1.8999999999999915,27.0,-2,0.9499999999999957,0
2022,51.0,DEV,GAS,9.0,91.836,32.0,MEDIUM,91.926,34.0,HARD,-0.09000000000000341,-2.0,1,0.045000000000001705,0
2022,51.0,ZHO,DEV,10.0,92.886,33.0,HARD,91.836,32.0,MEDIUM,1.0499999999999972,1.0,-1,0.5249999999999986,0
2022,51.0,OCO,ZHO,11.0,93.303,32.0,HARD,92.886,33.0,HARD,0.4170000000000016,-1.0,0,0.2085000000000008,0
2022,51.0,MSC,OCO,12.0,93.67,18.0,SOFT,93.303,32.0,HARD,0.36700000000000443,-14.0,2,0.18350000000000222,0
2023,1.0,VER,SAI,2.0,87.905,1.0,MEDIUM,87.117,1.0,MEDIUM,0.7879999999999967,0.0,0,0.39399999999999835,0
2023,1.0,LEC,VER,3.0,88.755,1.0,MEDIUM,87.905,1.0,MEDIUM,0.8499999999999943,0.0,0,0.42499999999999716,0
2023,1.0,RUS,LEC,4.0,89.339,1.0,MEDIUM,88.755,1.0,MEDIUM,0.5840000000000032,0.0,0,0.2920000000000016,0
2023,1.0,PER,RUS,5.0,89.806,1.0,MEDIUM,89.339,1.0,MEDIUM,0.46699999999999875,0.0,0,0.23349999999999937,0
2023,1.0,PIA,PER,6.0,90.315,1.0,MEDIUM,89.806,1.0,MEDIUM,0.5090000000000003,0.0,0,0.25450000000000017,0
2023,1.0,ALB,PIA,7.0,90.785,4.0,MEDIUM,90.315,1.0,MEDIUM,0.46999999999999886,3.0,0,0.23499999999999943,1
2023,1.0,NOR,ALB,8.0,91.513,1.0,MEDIUM,90.785,4.0,MEDIUM,0.7280000000000086,-3.0,0,0.3640000000000043,0
2023,1.0,HAM,NOR,9.0,92.011,4.0,HARD,91.513,1.0,MEDIUM,0.49799999999999045,3.0,-1,0.24899999999999523,0
2023,1.0,HUL,HAM,10.0,92.72,4.0,MEDIUM,92.011,4.0,HARD,0.7090000000000032,0.0,1,0.3545000000000016,0
2023,1.0,ALO,HUL,11.0,93.34,1.0,MEDIUM,92.72,4.0,MEDIUM,0.6200000000000045,-3.0,0,0.3100000000000023,0
2023,1.0,LAW,ALO,12.0,93.893,4.0,MEDIUM,93.34,1.0,MEDIUM,0.5529999999999973,3.0,0,0.27649999999999864,0
2023,1.0,SAR,LAW,13.0,94.407,4.0,MEDIUM,93.893,4.0,MEDIUM,0.5139999999999958,0.0,0,0.2569999999999979,0
2023,1.0,BOT,SAR,14.0,94.811,4.0,HARD,94.407,4.0,MEDIUM,0.4040000000000106,0.0,-1,0.2020000000000053,0
2023,1.0,ZHO,BOT,15.0,95.194,1.0,MEDIUM,94.811,4.0,HARD,0.38299999999999557,-3.0,1,0.19149999999999778,0
2023,1.0,OCO,ZHO,16.0,95.655,1.0,MEDIUM,95.194,1.0,MEDIUM,0.4609999999999985,0.0,0,0.23049999999999926,0
2023,1.0,GAS,OCO,17.0,95.974,1.0,MEDIUM,95.655,1.0,MEDIUM,0.3190000000000026,0.0,0,0.1595000000000013,0
2023,1.0,MAG,GAS,18.0,96.466,5.0,HARD,95.974,1.0,MEDIUM,0.4919999999999902,4.0,-1,0.2459999999999951,0
2023,1.0,STR,MAG,19.0,96.787,1.0,MEDIUM,96.466,5.0,HARD,0.32100000000001216,-4.0,1,0.16050000000000608,0
2023,2.0,VER,SAI,2.0,86.163,2.0,MEDIUM,86.006,2.0,MEDIUM,0.15699999999999648,0.0,0,0.07849999999999824,0
2023,2.0,LEC,VER,3.0,86.312,2.0,MEDIUM,86.163,2.0,MEDIUM,0.1490000000000009,0.0,0,0.07450000000000045,0
2023,2.0,RUS,LEC,4.0,86.686,2.0,MEDIUM,86.312,2.0,MEDIUM,0.37400000000000944,0.0,0,0.18700000000000472,0
2023,2.0,PER,RUS,5.0,86.881,2.0,MEDIUM,86.686,2.0,MEDIUM,0.19499999999999318,0.0,0,0.09749999999999659,0
2023,2.0,ALB,PER,6.0,87.067,5.0,MEDIUM,86.881,2.0,MEDIUM,0.18599999999999284,3.0,0,0.09299999999999642,0
2023,2.0,PIA,ALB,7.0,88.053,2.0,MEDIUM,87.067,5.0,MEDIUM,0.9860000000000042,-3.0,0,0.4930000000000021,0
2023,2.0,NOR,PIA,8.0,87.575,2.0,MEDIUM,88.053,2.0,MEDIUM,-0.47799999999999443,0.0,0,0.23899999999999721,0
2023,2.0,HAM,NOR,9.0,87.837,5.0,HARD,87.575,2.0,MEDIUM,0.26200000000000045,3.0,-1,0.13100000000000023,0
2023,2.0,HUL,HAM,10.0,87.92,5.0,MEDIUM,87.837,5.0,HARD,0.08299999999999841,0.0,1,0.041499999999999204,0
2023,2.0,ALO,HUL,11.0,88.012,2.0,MEDIUM,87.92,5.0,MEDIUM,0.09199999999999875,-3.0,0,0.045999999999999375,0
2023,2.0,LAW,ALO,12.0,88.018,5.0,MEDIUM,88.012,2.0,MEDIUM,0.006000000000000227,3.0,0,0.0030000000000001137,0
2023,2.0,SAR,LAW,13.0,88.08,5.0,MEDIUM,88.018,5.0,MEDIUM,0.06199999999999761,0.0,0,0.030999999999998806,0
2023,2.0,BOT,SAR,14.0,88.032,5.0,HARD,88.08,5.0,MEDIUM,-0.04800000000000182,0.0,-1,0.02400000000000091,0
2023,2.0,ZHO,BOT,15.0,88.167,2.0,MEDIUM,88.032,5.0,HARD,0.13500000000000512,-3.0,1,0.06750000000000256,0
2023,2.0,OCO,ZHO,16.0,88.667,2.0,MEDIUM,88.167,2.0,MEDIUM,0.5,0.0,0,0.25,0
2023,2.0,GAS,OCO,17.0,88.696,2.0,MEDIUM,88.667,2.0,MEDIUM,0.028999999999996362,0.0,0,0.014499999999998181,0
2023,2.0,MAG,GAS,18.0,88.923,6.0,HARD,88.696,2.0,MEDIUM,0.22700000000000387,4.0,-1,0.11350000000000193,0
2023,2.0,STR,MAG,19.0,88.953,2.0,MEDIUM,88.923,6.0,HARD,0.030000000000001137,-4.0,1,0.015000000000000568,0
2023,3.0,VER,SAI,2.0,85.702,3.0,MEDIUM,85.976,3.0,MEDIUM,-0.2740000000000009,0.0,0,0.13700000000000045,0
2023,3.0,LEC,VER,3.0,85.719,3.0,MEDIUM,85.702,3.0,MEDIUM,0.016999999999995907,0.0,0,0.008499999999997954,0
2023,3.0,RUS,LEC,4.0,86.176,3.0,MEDIUM,85.719,3.0,MEDIUM,0.45700000000000784,0.0,0,0.22850000000000392,0
2023,3.0,PER,RUS,5.0,86.143,3.0,MEDIUM,86.176,3.0,MEDIUM,-0.03300000000000125,0.0,0,0.016500000000000625,0
2023,3.0,ALB,PER,6.0,86.578,6.0,MEDIUM,86.143,3.0,MEDIUM,0.4350000000000023,3.0,0,0.21750000000000114,0
2023,3.0,PIA,ALB,7.0,86.982,3.0,MEDIUM,86.578,6.0,MEDIUM,0.40399999999999636,-3.0,0,0.20199999999999818,0
2023,3.0,NOR,PIA,8.0,87.105,3.0,MEDIUM,86.982,3.0,MEDIUM,0.12300000000000466,0.0,0,0.06150000000000233,0
2023,3.0,HAM,NOR,9.0,87.289,6.0,HARD,87.105,3.0,MEDIUM,0.1839999999999975,3.0,-1,0.09199999999999875,0
