Driver,LapNumber,LapTime,Position,TyreLife,Compound,Year
ZHO,33.0,0 days 00:01:26.896000,13.0,15.0,HARD,2022
ZHO,34.0,0 days 00:01:27.383000,11.0,16.0,HARD,2022
ZHO,35.0,0 days 00:01:27.592000,12.0,17.0,HARD,2022
ZHO,36.0,0 days 00:01:27.669000,11.0,18.0,HARD,2022
ZHO,37.0,0 days 00:01:27.278000,11.0,19.0,HARD,2022
ZHO,38.0,0 days 00:01:27.156000,11.0,20.0,HARD,2022
ZHO,39.0,0 days 00:01:27.224000,11.0,21.0,HARD,2022
ZHO,40.0,0 days 00:01:26.991000,11.0,22.0,HARD,2022
ZHO,41.0,0 days 00:01:26.361000,11.0,23.0,HARD,2022
ZHO,42.0,0 days 00:01:27.208000,11.0,24.0,HARD,2022
ZHO,43.0,0 days 00:01:27.411000,11.0,25.0,HARD,2022
ZHO,44.0,0 days 00:01:28.275000,11.0,26.0,HARD,2022
ZHO,45.0,0 days 00:01:27.156000,11.0,27.0,HARD,2022
ZHO,46.0,0 days 00:01:26.962000,10.0,28.0,HARD,2022
ZHO,47.0,0 days 00:01:51.203000,10.0,29.0,HARD,2022
ZHO,48.0,0 days 00:01:57.798000,10.0,30.0,HARD,2022
ZHO,49.0,0 days 00:01:45.910000,10.0,31.0,HARD,2022
ZHO,50.0,0 days 00:02:01.689000,10.0,32.0,HARD,2022
ZHO,51.0,0 days 00:01:32.886000,10.0,33.0,HARD,2022
ZHO,52.0,0 days 00:01:30.037000,10.0,34.0,HARD,2022
ZHO,53.0,0 days 00:02:01.697000,10.0,35.0,HARD,2022
RIC,1.0,0 days 00:01:30.751000,3.0,1.0,MEDIUM,2022
RIC,2.0,0 days 00:01:28.398000,4.0,2.0,MEDIUM,2022
RIC,3.0,0 days 00:01:27.818000,4.0,3.0,MEDIUM,2022
RIC,4.0,0 days 00:01:27.260000,4.0,4.0,MEDIUM,2022
RIC,5.0,0 days 00:01:27.441000,4.0,5.0,MEDIUM,2022
RIC,6.0,0 days 00:01:27.406000,4.0,6.0,MEDIUM,2022
RIC,7.0,0 days 00:01:27.222000,4.0,7.0,MEDIUM,2022
RIC,8.0,0 days 00:01:27.266000,4.0,8.0,MEDIUM,2022
RIC,9.0,0 days 00:01:27.567000,4.0,9.0,MEDIUM,2022
RIC,10.0,0 days 00:01:27.661000,4.0,10.0,MEDIUM,2022
RIC,11.0,0 days 00:01:27.466000,4.0,11.0,MEDIUM,2022
RIC,12.0,0 days 00:01:49.865000,4.0,12.0,MEDIUM,2022
RIC,13.0,0 days 00:01:29.644000,5.0,13.0,MEDIUM,2022
RIC,14.0,0 days 00:01:27.727000,5.0,14.0,MEDIUM,2022
RIC,15.0,0 days 00:01:27.711000,5.0,15.0,MEDIUM,2022
RIC,16.0,0 days 00:01:27.509000,5.0,16.0,MEDIUM,2022
RIC,17.0,0 days 00:01:27.614000,5.0,17.0,MEDIUM,2022
RIC,18.0,0 days 00:01:27.753000,5.0,18.0,MEDIUM,2022
RIC,19.0,0 days 00:01:31.516000,7.0,19.0,MEDIUM,2022
RIC,20.0,0 days 00:01:49.019000,12.0,1.0,HARD,2022
RIC,21.0,0 days 00:01:27.372000,12.0,2.0,HARD,2022
RIC,22.0,0 days 00:01:27.370000,12.0,3.0,HARD,2022
RIC,23.0,0 days 00:01:26.911000,12.0,4.0,HARD,2022
RIC,24.0,0 days 00:01:27.094000,11.0,5.0,HARD,2022
RIC,25.0,0 days 00:01:26.971000,11.0,6.0,HARD,2022
RIC,26.0,0 days 00:01:27.173000,11.0,7.0,HARD,2022
RIC,27.0,0 days 00:01:26.918000,11.0,8.0,HARD,2022
RIC,28.0,0 days 00:01:26.972000,11.0,9.0,HARD,2022
RIC,29.0,0 days 00:01:27.175000,11.0,10.0,HARD,2022
RIC,30.0,0 days 00:01:26.938000,11.0,11.0,HARD,2022
RIC,31.0,0 days 00:01:27.317000,11.0,12.0,HARD,2022
RIC,32.0,0 days 00:01:27.498000,10.0,13.0,HARD,2022
RIC,33.0,0 days 00:01:27.143000,10.0,14.0,HARD,2022
RIC,34.0,0 days 00:01:27.100000,8.0,15.0,HARD,2022
RIC,35.0,0 days 00:01:26.978000,7.0,16.0,HARD,2022
RIC,36.0,0 days 00:01:27.207000,6.0,17.0,HARD,2022
RIC,37.0,0 days 00:01:28.336000,8.0,18.0,HARD,2022
RIC,38.0,0 days 00:01:26.778000,8.0,19.0,HARD,2022
RIC,39.0,0 days 00:01:26.603000,8.0,20.0,HARD,2022
RIC,40.0,0 days 00:01:26.759000,8.0,21.0,HARD,2022
RIC,41.0,0 days 00:01:26.751000,8.0,22.0,HARD,2022
RIC,42.0,0 days 00:01:26.775000,8.0,23.0,HARD,2022
RIC,43.0,0 days 00:01:26.751000,8.0,24.0,HARD,2022
RIC,44.0,0 days 00:01:27.184000,8.0,25.0,HARD,2022
RIC,45.0,0 days 00:01:27.296000,8.0,26.0,HARD,2022
RIC,46.0,,,27.0,HARD,2022
OCO,1.0,0 days 00:01:35.680000,13.0,1.0,SOFT,2022
OCO,2.0,0 days 00:01:28.849000,12.0,2.0,SOFT,2022
OCO,3.0,0 days 00:01:28.228000,12.0,3.0,SOFT,2022
OCO,4.0,0 days 00:01:27.725000,12.0,4.0,SOFT,2022
OCO,5.0,0 days 00:01:28.005000,13.0,5.0,SOFT,2022
OCO,6.0,0 days 00:01:28.533000,14.0,6.0,SOFT,2022
OCO,7.0,0 days 00:01:27.642000,13.0,7.0,SOFT,2022
OCO,8.0,0 days 00:01:27.379000,13.0,8.0,SOFT,2022
OCO,9.0,0 days 00:01:27.876000,13.0,9.0,SOFT,2022
OCO,10.0,0 days 00:01:28.206000,12.0,10.0,SOFT,2022
OCO,11.0,0 days 00:01:27.655000,12.0,11.0,SOFT,2022
OCO,12.0,0 days 00:01:50.480000,12.0,12.0,SOFT,2022
OCO,13.0,0 days 00:01:27.636000,12.0,13.0,SOFT,2022
OCO,14.0,0 days 00:01:27.859000,12.0,14.0,SOFT,2022
OCO,15.0,0 days 00:01:27.709000,12.0,15.0,SOFT,2022
OCO,16.0,0 days 00:01:28.442000,13.0,16.0,SOFT,2022
OCO,17.0,0 days 00:01:28.196000,13.0,17.0,SOFT,2022
OCO,18.0,0 days 00:01:27.885000,12.0,18.0,SOFT,2022
OCO,19.0,0 days 00:01:31.754000,10.0,19.0,SOFT,2022
OCO,20.0,0 days 00:01:47.973000,16.0,1.0,HARD,2022
OCO,21.0,0 days 00:01:27.215000,16.0,2.0,HARD,2022
OCO,22.0,0 days 00:01:27.160000,16.0,3.0,HARD,2022
OCO,23.0,0 days 00:01:27.158000,16.0,4.0,HARD,2022
OCO,24.0,0 days 00:01:27.106000,16.0,5.0,HARD,2022
OCO,25.0,0 days 00:01:27.223000,15.0,6.0,HARD,2022
OCO,26.0,0 days 00:01:27.054000,15.0,7.0,HARD,2022
OCO,27.0,0 days 00:01:26.898000,15.0,8.0,HARD,2022
OCO,28.0,0 days 00:01:26.930000,15.0,9.0,HARD,2022
OCO,29.0,0 days 00:01:27.144000,15.0,10.0,HARD,2022
OCO,30.0,0 days 00:01:27.095000,15.0,11.0,HARD,2022
OCO,31.0,0 days 00:01:26.865000,15.0,12.0,HARD,2022
OCO,32.0,0 days 00:01:26.858000,14.0,13.0,HARD,2022
OCO,33.0,0 days 00:01:27.124000,14.0,14.0,HARD,2022
OCO,34.0,0 days 00:01:26.881000,13.0,15.0,HARD,2022
OCO,35.0,0 days 00:01:26.901000,13.0,16.0,HARD,2022
OCO,36.0,0 days 00:01:26.798000,12.0,17.0,HARD,2022
OCO,37.0,0 days 00:01:26.593000,12.0,18.0,HARD,2022
OCO,38.0,0 days 00:01:26.667000,12.0,19.0,HARD,2022
OCO,39.0,0 days 00:01:26.704000,12.0,20.0,HARD,2022
OCO,40.0,0 days 00:01:26.594000,12.0,21.0,HARD,2022
OCO,41.0,0 days 00:01:26.703000,12.0,22.0,HARD,2022
OCO,42.0,0 days 00:01:26.990000,12.0,23.0,HARD,2022
OCO,43.0,0 days 00:01:27.996000,12.0,24.0,HARD,2022
OCO,44.0,0 days 00:01:27.391000,12.0,25.0,HARD,2022
OCO,45.0,0 days 00:01:26.869000,12.0,26.0,HARD,2022
OCO,46.0,0 days 00:01:27.079000,11.0,27.0,HARD,2022
OCO,47.0,0 days 00:01:52.313000,11.0,28.0,HARD,2022
OCO,48.0,0 days 00:01:58.126000,11.0,29.0,HARD,2022
OCO,49.0,0 days 00:01:44.374000,11.0,30.0,HARD,2022
OCO,50.0,0 days 00:02:00.734000,11.0,31.0,HARD,2022
OCO,51.0,0 days 00:01:33.303000,11.0,32.0,HARD,2022
OCO,52.0,0 days 00:01:30.957000,11.0,33.0,HARD,2022
OCO,53.0,0 days 00:02:00.319000,11.0,34.0,HARD,2022
NOR,1.0,0 days 00:01:32.356000,6.0,1.0,MEDIUM,2022
NOR,2.0,0 days 00:01:28.196000,6.0,2.0,MEDIUM,2022
NOR,3.0,0 days 00:01:27.655000,6.0,3.0,MEDIUM,2022
NOR,4.0,0 days 00:01:27.326000,6.0,4.0,MEDIUM,2022
NOR,5.0,0 days 00:01:27.553000,6.0,5.0,MEDIUM,2022
NOR,6.0,0 days 00:01:27.381000,6.0,6.0,MEDIUM,2022
NOR,7.0,0 days 00:01:27.265000,6.0,7.0,MEDIUM,2022
NOR,8.0,0 days 00:01:27.380000,6.0,8.0,MEDIUM,2022
NOR,9.0,0 days 00:01:27.295000,6.0,9.0,MEDIUM,2022
NOR,10.0,0 days 00:01:27.565000,6.0,10.0,MEDIUM,2022
NOR,11.0,0 days 00:01:28.230000,7.0,11.0,MEDIUM,2022
NOR,12.0,0 days 00:01:50.690000,7.0,12.0,MEDIUM,2022
NOR,13.0,0 days 00:01:28.568000,8.0,13.0,MEDIUM,2022
NOR,14.0,0 days 00:01:27.824000,8.0,14.0,MEDIUM,2022
NOR,15.0,0 days 00:01:28.013000,8.0,15.0,MEDIUM,2022
NOR,16.0,0 days 00:01:27.414000,8.0,16.0,MEDIUM,2022
NOR,17.0,0 days 00:01:27.450000,8.0,17.0,MEDIUM,2022
NOR,18.0,0 days 00:01:27.353000,6.0,18.0,MEDIUM,2022
NOR,19.0,0 days 00:01:27.291000,5.0,19.0,MEDIUM,2022
NOR,20.0,0 days 00:01:27.080000,5.0,20.0,MEDIUM,2022
NOR,21.0,0 days 00:01:27.298000,5.0,21.0,MEDIUM,2022
NOR,22.0,0 days 00:01:26.880000,5.0,22.0,MEDIUM,2022
NOR,23.0,0 days 00:01:26.861000,5.0,23.0,MEDIUM,2022
NOR,24.0,0 days 00:01:27.371000,5.0,24.0,MEDIUM,2022
NOR,25.0,0 days 00:01:26.902000,5.0,25.0,MEDIUM,2022
NOR,26.0,0 days 00:01:27.082000,5.0,26.0,MEDIUM,2022
NOR,27.0,0 days 00:01:26.837000,5.0,27.0,MEDIUM,2022
NOR,28.0,0 days 00:01:27.067000,5.0,28.0,MEDIUM,2022
NOR,29.0,0 days 00:01:26.987000,5.0,29.0,MEDIUM,2022
NOR,30.0,0 days 00:01:26.991000,5.0,30.0,MEDIUM,2022
NOR,31.0,0 days 00:01:26.928000,4.0,31.0,MEDIUM,2022
NOR,32.0,0 days 00:01:27.114000,4.0,32.0,MEDIUM,2022
NOR,33.0,0 days 00:01:27.017000,4.0,33.0,MEDIUM,2022
NOR,34.0,0 days 00:01:27.001000,4.0,34.0,MEDIUM,2022
NOR,35.0,0 days 00:01:31.485000,4.0,35.0,MEDIUM,2022
NOR,36.0,0 days 00:01:51.134000,9.0,3.0,SOFT,2022
NOR,37.0,0 days 00:01:25.309000,7.0,4.0,SOFT,2022
NOR,38.0,0 days 00:01:25.167000,7.0,5.0,SOFT,2022
NOR,39.0,0 days 00:01:25.034000,7.0,6.0,SOFT,2022
NOR,40.0,0 days 00:01:24.926000,7.0,7.0,SOFT,2022
NOR,41.0,0 days 00:01:24.799000,7.0,8.0,SOFT,2022
NOR,42.0,0 days 00:01:25.082000,7.0,9.0,SOFT,2022
NOR,43.0,0 days 00:01:24.718000,6.0,10.0,SOFT,2022
NOR,44.0,0 days 00:01:24.891000,6.0,11.0,SOFT,2022
NOR,45.0,0 days 00:01:24.825000,6.0,12.0,SOFT,2022
NOR,46.0,0 days 00:01:24.985000,6.0,13.0,SOFT,2022
NOR,47.0,0 days 00:01:46.482000,6.0,14.0,SOFT,2022
NOR,48.0,0 days 00:02:18.377000,7.0,4.0,SOFT,2022
NOR,49.0,0 days 00:01:49.062000,7.0,5.0,SOFT,2022
NOR,50.0,0 days 00:02:00.916000,7.0,6.0,SOFT,2022
NOR,51.0,0 days 00:01:33.826000,7.0,7.0,SOFT,2022
NOR,52.0,0 days 00:01:28.203000,7.0,8.0,SOFT,2022
NOR,53.0,0 days 00:02:06.276000,7.0,9.0,SOFT,2022
HAM,1.0,0 days 00:01:37.652000,19.0,1.0,MEDIUM,2022
HAM,2.0,0 days 00:01:30.032000,18.0,2.0,MEDIUM,2022
HAM,3.0,0 days 00:01:28.954000,18.0,3.0,MEDIUM,2022
HAM,4.0,0 days 00:01:28.153000,18.0,4.0,MEDIUM,2022
HAM,5.0,0 days 00:01:27.806000,18.0,5.0,MEDIUM,2022
HAM,6.0,0 days 00:01:27.335000,18.0,6.0,MEDIUM,2022
HAM,7.0,0 days 00:01:27.943000,17.0,7.0,MEDIUM,2022
HAM,8.0,0 days 00:01:27.783000,16.0,8.0,MEDIUM,2022
HAM,9.0,0 days 00:01:26.724000,15.0,9.0,MEDIUM,2022
HAM,10.0,0 days 00:01:27.646000,15.0,10.0,MEDIUM,2022
HAM,11.0,0 days 00:01:27.226000,13.0,11.0,MEDIUM,2022
HAM,12.0,0 days 00:01:50.598000,13.0,12.0,MEDIUM,2022
HAM,13.0,0 days 00:01:27.207000,13.0,13.0,MEDIUM,2022
HAM,14.0,0 days 00:01:27.307000,13.0,14.0,MEDIUM,2022
HAM,15.0,0 days 00:01:27.462000,13.0,15.0,MEDIUM,2022
HAM,16.0,0 days 00:01:27.227000,12.0,16.0,MEDIUM,2022
HAM,17.0,0 days 00:01:26.762000,11.0,17.0,MEDIUM,2022
HAM,18.0,0 days 00:01:27.409000,10.0,18.0,MEDIUM,2022
HAM,19.0,0 days 00:01:26.576000,8.0,19.0,MEDIUM,2022
HAM,20.0,0 days 00:01:27.010000,7.0,20.0,MEDIUM,2022
HAM,21.0,0 days 00:01:26.722000,7.0,21.0,MEDIUM,2022
HAM,22.0,0 days 00:01:26.646000,7.0,22.0,MEDIUM,2022
HAM,23.0,0 days 00:01:27.023000,7.0,23.0,MEDIUM,2022
HAM,24.0,0 days 00:01:28.066000,7.0,24.0,MEDIUM,2022
HAM,25.0,0 days 00:01:27.467000,7.0,25.0,MEDIUM,2022
HAM,26.0,0 days 00:01:27.183000,7.0,26.0,MEDIUM,2022
HAM,27.0,0 days 00:01:27.060000,6.0,27.0,MEDIUM,2022
HAM,28.0,0 days 00:01:26.906000,6.0,28.0,MEDIUM,2022
HAM,29.0,0 days 00:01:26.957000,6.0,29.0,MEDIUM,2022
HAM,30.0,0 days 00:01:27.170000,6.0,30.0,MEDIUM,2022
HAM,31.0,0 days 00:01:26.885000,5.0,31.0,MEDIUM,2022
HAM,32.0,0 days 00:01:26.771000,5.0,32.0,MEDIUM,2022
HAM,33.0,0 days 00:01:31.186000,7.0,33.0,MEDIUM,2022
HAM,34.0,0 days 00:01:46.142000,12.0,1.0,SOFT,2022
HAM,35.0,0 days 00:01:25.491000,9.0,2.0,SOFT,2022
HAM,36.0,0 days 00:01:26.376000,7.0,3.0,SOFT,2022
HAM,37.0,0 days 00:01:25.282000,6.0,4.0,SOFT,2022
HAM,38.0,0 days 00:01:24.820000,6.0,5.0,SOFT,2022
HAM,39.0,0 days 00:01:24.714000,6.0,6.0,SOFT,2022
HAM,40.0,0 days 00:01:24.525000,6.0,7.0,SOFT,2022
HAM,41.0,0 days 00:01:24.490000,6.0,8.0,SOFT,2022
HAM,42.0,0 days 00:01:24.471000,6.0,9.0,SOFT,2022
HAM,43.0,0 days 00:01:24.434000,5.0,10.0,SOFT,2022
HAM,44.0,0 days 00:01:24.984000,5.0,11.0,SOFT,2022
HAM,45.0,0 days 00:01:24.845000,5.0,12.0,SOFT,2022
HAM,46.0,0 days 00:01:24.944000,5.0,13.0,SOFT,2022
HAM,47.0,0 days 00:01:40.370000,5.0,14.0,SOFT,2022
HAM,48.0,0 days 00:02:01.220000,5.0,15.0,SOFT,2022
HAM,49.0,0 days 00:02:11.745000,5.0,16.0,SOFT,2022
HAM,50.0,0 days 00:02:03.645000,5.0,17.0,SOFT,2022
HAM,51.0,0 days 00:01:33.562000,5.0,18.0,SOFT,2022
HAM,52.0,0 days 00:01:29.345000,5.0,19.0,SOFT,2022
HAM,53.0,0 days 00:02:06.632000,5.0,20.0,SOFT,2022
DEV,1.0,0 days 00:01:33.491000,8.0,1.0,SOFT,2022
DEV,2.0,0 days 00:01:28.416000,8.0,2.0,SOFT,2022
DEV,3.0,0 days 00:01:27.566000,8.0,3.0,SOFT,2022
DEV,4.0,0 days 00:01:27.459000,8.0,4.0,SOFT,2022
DEV,5.0,0 days 00:01:27.428000,8.0,5.0,SOFT,2022
DEV,6.0,0 days 00:01:27.466000,8.0,6.0,SOFT,2022
DEV,7.0,0 days 00:01:27.341000,8.0,7.0,SOFT,2022
DEV,8.0,0 days 00:01:27.328000,8.0,8.0,SOFT,2022
DEV,9.0,0 days 00:01:28.071000,9.0,9.0,SOFT,2022
DEV,10.0,0 days 00:01:27.381000,9.0,10.0,SOFT,2022
DEV,11.0,0 days 00:01:27.798000,9.0,11.0,SOFT,2022
DEV,12.0,0 days 00:01:50.794000,9.0,12.0,SOFT,2022
DEV,13.0,0 days 00:01:27.451000,9.0,13.0,SOFT,2022
DEV,14.0,0 days 00:01:27.859000,9.0,14.0,SOFT,2022
DEV,15.0,0 days 00:01:28.096000,9.0,15.0,SOFT,2022
DEV,16.0,0 days 00:01:27.554000,9.0,16.0,SOFT,2022
DEV,17.0,0 days 00:01:27.623000,9.0,17.0,SOFT,2022
DEV,18.0,0 days 00:01:27.836000,8.0,18.0,SOFT,2022
DEV,19.0,0 days 00:01:32.409000,9.0,19.0,SOFT,2022
DEV,20.0,0 days 00:01:48.296000,14.0,1.0,MEDIUM,2022
DEV,21.0,0 days 00:01:27.098000,14.0,2.0,MEDIUM,2022
DEV,22.0,0 days 00:01:26.748000,14.0,3.0,MEDIUM,2022
DEV,23.0,0 days 00:01:26.925000,14.0,4.0,MEDIUM,2022
DEV,24.0,0 days 00:01:26.818000,13.0,5.0,MEDIUM,2022
DEV,25.0,0 days 00:01:26.643000,13.0,6.0,MEDIUM,2022
DEV,26.0,0 days 00:01:27.115000,13.0,7.0,MEDIUM,2022
DEV,27.0,0 days 00:01:26.756000,13.0,8.0,MEDIUM,2022
DEV,28.0,0 days 00:01:26.968000,13.0,9.0,MEDIUM,2022
DEV,29.0,0 days 00:01:26.923000,13.0,10.0,MEDIUM,2022
DEV,30.0,0 days 00:01:26.993000,13.0,11.0,MEDIUM,2022
DEV,31.0,0 days 00:01:27.478000,13.0,12.0,MEDIUM,2022
DEV,32.0,0 days 00:01:27.401000,12.0,13.0,MEDIUM,2022
DEV,33.0,0 days 00:01:27.145000,12.0,14.0,MEDIUM,2022
DEV,34.0,0 days 00:01:27.101000,10.0,15.0,MEDIUM,2022
DEV,35.0,0 days 00:01:27.879000,10.0,16.0,MEDIUM,2022
DEV,36.0,0 days 00:01:28.091000,10.0,17.0,MEDIUM,2022
DEV,37.0,0 days 00:01:27.149000,10.0,18.0,MEDIUM,2022
DEV,38.0,0 days 00:01:27.324000,10.0,19.0,MEDIUM,2022
DEV,39.0,0 days 00:01:27.198000,10.0,20.0,MEDIUM,2022
DEV,40.0,0 days 00:01:26.824000,10.0,21.0,MEDIUM,2022
DEV,41.0,0 days 00:01:26.624000,10.0,22.0,MEDIUM,2022
DEV,42.0,0 days 00:01:27.153000,10.0,23.0,MEDIUM,2022
DEV,43.0,0 days 00:01:27.266000,10.0,24.0,MEDIUM,2022
DEV,44.0,0 days 00:01:27.348000,10.0,25.0,MEDIUM,2022
DEV,45.0,0 days 00:01:26.949000,10.0,26.0,MEDIUM,2022
DEV,46.0,0 days 00:01:27.200000,9.0,27.0,MEDIUM,2022
DEV,47.0,0 days 00:01:51.564000,9.0,28.0,MEDIUM,2022
DEV,48.0,0 days 00:01:58.039000,9.0,29.0,MEDIUM,2022
DEV,49.0,0 days 00:01:45.070000,9.0,30.0,MEDIUM,2022
DEV,50.0,0 days 00:02:02.781000,9.0,31.0,MEDIUM,2022
DEV,51.0,0 days 00:01:31.836000,9.0,32.0,MEDIUM,2022
DEV,52.0,0 days 00:01:29.693000,9.0,33.0,MEDIUM,2022
DEV,53.0,0 days 00:02:02.870000,9.0,34.0,MEDIUM,2022
MSC,1.0,0 days 00:01:37.137000,17.0,1.0,MEDIUM,2022
MSC,2.0,0 days 00:01:30.906000,19.0,2.0,MEDIUM,2022
MSC,3.0,0 days 00:01:29.301000,19.0,3.0,MEDIUM,2022
MSC,4.0,0 days 00:01:28.248000,19.0,4.0,MEDIUM,2022
MSC,5.0,0 days 00:01:27.412000,19.0,5.0,MEDIUM,2022
MSC,6.0,0 days 00:01:27.712000,19.0,6.0,MEDIUM,2022
MSC,7.0,0 days 00:01:27.949000,19.0,7.0,MEDIUM,2022
MSC,8.0,0 days 00:01:28.199000,18.0,8.0,MEDIUM,2022
MSC,9.0,0 days 00:01:28.693000,18.0,9.0,MEDIUM,2022
MSC,10.0,0 days 00:01:27.574000,18.0,10.0,MEDIUM,2022
MSC,11.0,0 days 00:01:28.826000,17.0,11.0,MEDIUM,2022
MSC,12.0,0 days 00:01:49.900000,17.0,12.0,MEDIUM,2022
MSC,13.0,0 days 00:01:28.080000,17.0,13.0,MEDIUM,2022
MSC,14.0,0 days 00:01:28.348000,17.0,14.0,MEDIUM,2022
MSC,15.0,0 days 00:01:28.021000,16.0,15.0,MEDIUM,2022
MSC,16.0,0 days 00:01:27.322000,15.0,16.0,MEDIUM,2022
MSC,17.0,0 days 00:01:27.525000,15.0,17.0,MEDIUM,2022
MSC,18.0,0 days 00:01:27.548000,15.0,18.0,MEDIUM,2022
MSC,19.0,0 days 00:01:27.645000,11.0,19.0,MEDIUM,2022
MSC,20.0,0 days 00:01:27.885000,8.0,20.0,MEDIUM,2022
MSC,21.0,0 days 00:01:27.856000,8.0,21.0,MEDIUM,2022
MSC,22.0,0 days 00:01:27.537000,8.0,22.0,MEDIUM,2022
MSC,23.0,0 days 00:01:27.545000,8.0,23.0,MEDIUM,2022
MSC,24.0,0 days 00:01:28.403000,9.0,24.0,MEDIUM,2022
MSC,25.0,0 days 00:01:27.674000,9.0,25.0,MEDIUM,2022
MSC,26.0,0 days 00:01:27.491000,9.0,26.0,MEDIUM,2022
MSC,27.0,0 days 00:01:27.034000,9.0,27.0,MEDIUM,2022
MSC,28.0,0 days 00:01:27.511000,9.0,28.0,MEDIUM,2022
MSC,29.0,0 days 00:01:27.652000,9.0,29.0,MEDIUM,2022
MSC,30.0,0 days 00:01:27.424000,9.0,30.0,MEDIUM,2022
MSC,31.0,0 days 00:01:27.197000,9.0,31.0,MEDIUM,2022
MSC,32.0,0 days 00:01:27.510000,8.0,32.0,MEDIUM,2022
MSC,33.0,0 days 00:01:31.716000,9.0,33.0,MEDIUM,2022
MSC,34.0,0 days 00:01:47.444000,17.0,1.0,SOFT,2022
MSC,35.0,0 days 00:01:25.882000,16.0,2.0,SOFT,2022
MSC,36.0,0 days 00:01:26.200000,15.0,3.0,SOFT,2022
MSC,37.0,0 days 00:01:27.488000,15.0,4.0,SOFT,2022
MSC,38.0,0 days 00:01:25.708000,15.0,5.0,SOFT,2022
MSC,39.0,0 days 00:01:26.523000,15.0,6.0,SOFT,2022
MSC,40.0,0 days 00:01:27.339000,15.0,7.0,SOFT,2022
MSC,41.0,0 days 00:01:26.805000,14.0,8.0,SOFT,2022
MSC,42.0,0 days 00:01:26.195000,14.0,9.0,SOFT,2022
MSC,43.0,0 days 00:01:25.298000,14.0,10.0,SOFT,2022
MSC,44.0,0 days 00:01:25.993000,14.0,11.0,SOFT,2022
MSC,45.0,0 days 00:01:26.264000,13.0,12.0,SOFT,2022
MSC,46.0,0 days 00:01:26.242000,12.0,13.0,SOFT,2022
MSC,47.0,0 days 00:01:54.264000,12.0,14.0,SOFT,2022
MSC,48.0,0 days 00:01:58.611000,12.0,15.0,SOFT,2022
MSC,49.0,0 days 00:01:40.536000,12.0,16.0,SOFT,2022
MSC,50.0,0 days 00:01:59.681000,12.0,17.0,SOFT,2022
MSC,51.0,0 days 00:01:33.670000,12.0,18.0,SOFT,2022
MSC,52.0,0 days 00:01:31.571000,12.0,19.0,SOFT,2022
MSC,53.0,0 days 00:01:57.565000,12.0,20.0,SOFT,2022
VET,1.0,0 days 00:01:34.498000,10.0,2.0,MEDIUM,2022
VET,2.0,0 days 00:01:29.616000,11.0,3.0,MEDIUM,2022
VET,3.0,0 days 00:01:28.338000,11.0,4.0,MEDIUM,2022
VET,4.0,0 days 00:01:27.501000,11.0,5.0,MEDIUM,2022
VET,5.0,0 days 00:01:27.928000,12.0,6.0,MEDIUM,2022
VET,6.0,0 days 00:01:28.087000,12.0,7.0,MEDIUM,2022
VET,7.0,0 days 00:01:27.662000,12.0,8.0,MEDIUM,2022
VET,8.0,0 days 00:01:27.956000,12.0,9.0,MEDIUM,2022
VET,9.0,0 days 00:01:27.851000,12.0,10.0,MEDIUM,2022
VET,10.0,0 days 00:01:28.788000,13.0,11.0,MEDIUM,2022
VET,11.0,,,12.0,MEDIUM,2022
SAI,1.0,0 days 00:01:36.448000,16.0,1.0,MEDIUM,2022
SAI,2.0,0 days 00:01:29.685000,14.0,2.0,MEDIUM,2022
SAI,3.0,0 days 00:01:27.539000,14.0,3.0,MEDIUM,2022
SAI,4.0,0 days 00:01:27.044000,13.0,4.0,MEDIUM,2022
SAI,5.0,0 days 00:01:26.543000,11.0,5.0,MEDIUM,2022
SAI,6.0,0 days 00:01:26.343000,10.0,6.0,MEDIUM,2022
SAI,7.0,0 days 00:01:26.477000,10.0,7.0,MEDIUM,2022
SAI,8.0,0 days 00:01:26.592000,9.0,8.0,MEDIUM,2022
SAI,9.0,0 days 00:01:26.940000,8.0,9.0,MEDIUM,2022
SAI,10.0,0 days 00:01:26.791000,7.0,10.0,MEDIUM,2022
SAI,11.0,0 days 00:01:26.909000,6.0,11.0,MEDIUM,2022
SAI,12.0,0 days 00:01:49.850000,5.0,12.0,MEDIUM,2022
SAI,13.0,0 days 00:01:27.747000,4.0,13.0,MEDIUM,2022
SAI,14.0,0 days 00:01:26.823000,4.0,14.0,MEDIUM,2022
SAI,15.0,0 days 00:01:26.523000,4.0,15.0,MEDIUM,2022
SAI,16.0,0 days 00:01:26.590000,4.0,16.0,MEDIUM,2022
SAI,17.0,0 days 00:01:26.312000,4.0,17.0,MEDIUM,2022
SAI,18.0,0 days 00:01:27.093000,4.0,18.0,MEDIUM,2022
SAI,19.0,0 days 00:01:26.898000,4.0,19.0,MEDIUM,2022
SAI,20.0,0 days 00:01:26.807000,4.0,20.0,MEDIUM,2022
SAI,21.0,0 days 00:01:26.819000,4.0,21.0,MEDIUM,2022
SAI,22.0,0 days 00:01:26.715000,4.0,22.0,MEDIUM,2022
SAI,23.0,0 days 00:01:26.676000,4.0,23.0,MEDIUM,2022
SAI,24.0,0 days 00:01:26.655000,3.0,24.0,MEDIUM,2022
SAI,25.0,0 days 00:01:26.742000,3.0,25.0,MEDIUM,2022
SAI,26.0,0 days 00:01:26.752000,3.0,26.0,MEDIUM,2022
