Driver,LapNumber,LapTime,Position,TyreLife,Compound,Year
SAI,27.0,0 days 00:01:26.897000,3.0,27.0,MEDIUM,2022
SAI,28.0,0 days 00:01:26.675000,3.0,28.0,MEDIUM,2022
SAI,29.0,0 days 00:01:26.986000,3.0,29.0,MEDIUM,2022
SAI,30.0,0 days 00:01:31.091000,4.0,30.0,MEDIUM,2022
SAI,31.0,0 days 00:01:44.998000,7.0,1.0,SOFT,2022
SAI,32.0,0 days 00:01:25.322000,7.0,2.0,SOFT,2022
SAI,33.0,0 days 00:01:25.577000,5.0,3.0,SOFT,2022
SAI,34.0,0 days 00:01:25.313000,5.0,4.0,SOFT,2022
SAI,35.0,0 days 00:01:24.999000,5.0,5.0,SOFT,2022
SAI,36.0,0 days 00:01:25.347000,4.0,6.0,SOFT,2022
SAI,37.0,0 days 00:01:25.014000,4.0,7.0,SOFT,2022
SAI,38.0,0 days 00:01:24.565000,4.0,8.0,SOFT,2022
SAI,39.0,0 days 00:01:24.420000,4.0,9.0,SOFT,2022
SAI,40.0,0 days 00:01:24.652000,4.0,10.0,SOFT,2022
SAI,41.0,0 days 00:01:24.446000,4.0,11.0,SOFT,2022
SAI,42.0,0 days 00:01:24.739000,4.0,12.0,SOFT,2022
SAI,43.0,0 days 00:01:24.599000,4.0,13.0,SOFT,2022
SAI,44.0,0 days 00:01:24.498000,4.0,14.0,SOFT,2022
SAI,45.0,0 days 00:01:24.684000,4.0,15.0,SOFT,2022
SAI,46.0,0 days 00:01:24.580000,4.0,16.0,SOFT,2022
SAI,47.0,0 days 00:01:34.912000,4.0,17.0,SOFT,2022
SAI,48.0,0 days 00:02:25.332000,4.0,1.0,SOFT,2022
SAI,49.0,0 days 00:02:17.028000,4.0,2.0,SOFT,2022
SAI,50.0,0 days 00:02:03.870000,4.0,3.0,SOFT,2022
SAI,51.0,0 days 00:01:33.571000,4.0,4.0,SOFT,2022
SAI,52.0,0 days 00:01:29.168000,4.0,5.0,SOFT,2022
SAI,53.0,0 days 00:02:06.976000,4.0,6.0,SOFT,2022
LAT,1.0,0 days 00:01:35.968000,14.0,1.0,MEDIUM,2022
LAT,2.0,0 days 00:01:30.629000,15.0,2.0,MEDIUM,2022
LAT,3.0,0 days 00:01:29.308000,16.0,3.0,MEDIUM,2022
LAT,4.0,0 days 00:01:27.944000,16.0,4.0,MEDIUM,2022
LAT,5.0,0 days 00:01:27.837000,16.0,5.0,MEDIUM,2022
LAT,6.0,0 days 00:01:27.773000,16.0,6.0,MEDIUM,2022
LAT,7.0,0 days 00:01:28.283000,16.0,7.0,MEDIUM,2022
LAT,8.0,0 days 00:01:28.760000,17.0,8.0,MEDIUM,2022
LAT,9.0,0 days 00:01:28.305000,17.0,9.0,MEDIUM,2022
LAT,10.0,0 days 00:01:27.967000,17.0,10.0,MEDIUM,2022
LAT,11.0,0 days 00:01:28.664000,16.0,11.0,MEDIUM,2022
LAT,12.0,0 days 00:01:50,16.0,12.0,MEDIUM,2022
LAT,13.0,0 days 00:01:27.316000,15.0,13.0,MEDIUM,2022
LAT,14.0,0 days 00:01:27.504000,15.0,14.0,MEDIUM,2022
LAT,15.0,0 days 00:01:31.889000,18.0,15.0,MEDIUM,2022
LAT,16.0,0 days 00:01:50.672000,19.0,1.0,HARD,2022
LAT,17.0,0 days 00:01:26.798000,19.0,2.0,HARD,2022
LAT,18.0,0 days 00:01:26.831000,19.0,3.0,HARD,2022
LAT,19.0,0 days 00:01:27.449000,19.0,4.0,HARD,2022
LAT,20.0,0 days 00:01:27.218000,19.0,5.0,HARD,2022
LAT,21.0,0 days 00:01:27.208000,19.0,6.0,HARD,2022
LAT,22.0,0 days 00:01:27.196000,19.0,7.0,HARD,2022
LAT,23.0,0 days 00:01:27.346000,19.0,8.0,HARD,2022
LAT,24.0,0 days 00:01:27.394000,18.0,9.0,HARD,2022
LAT,25.0,0 days 00:01:27.220000,17.0,10.0,HARD,2022
LAT,26.0,0 days 00:01:27.040000,17.0,11.0,HARD,2022
LAT,27.0,0 days 00:01:27.095000,17.0,12.0,HARD,2022
LAT,28.0,0 days 00:01:27.028000,17.0,13.0,HARD,2022
LAT,29.0,0 days 00:01:27.150000,17.0,14.0,HARD,2022
LAT,30.0,0 days 00:01:27.194000,17.0,15.0,HARD,2022
LAT,31.0,0 days 00:01:28.348000,17.0,16.0,HARD,2022
LAT,32.0,0 days 00:01:27.292000,16.0,17.0,HARD,2022
LAT,33.0,0 days 00:01:27.074000,16.0,18.0,HARD,2022
LAT,34.0,0 days 00:01:27.496000,15.0,19.0,HARD,2022
LAT,35.0,0 days 00:01:26.945000,15.0,20.0,HARD,2022
LAT,36.0,0 days 00:01:27.266000,14.0,21.0,HARD,2022
LAT,37.0,0 days 00:01:27.071000,14.0,22.0,HARD,2022
LAT,38.0,0 days 00:01:28.025000,14.0,23.0,HARD,2022
LAT,39.0,0 days 00:01:27.309000,14.0,24.0,HARD,2022
LAT,40.0,0 days 00:01:27.284000,14.0,25.0,HARD,2022
LAT,41.0,0 days 00:01:28.779000,15.0,26.0,HARD,2022
LAT,42.0,0 days 00:01:28.415000,16.0,27.0,HARD,2022
LAT,43.0,0 days 00:01:27.331000,16.0,28.0,HARD,2022
LAT,44.0,0 days 00:01:27.990000,16.0,29.0,HARD,2022
LAT,45.0,0 days 00:01:27.452000,16.0,30.0,HARD,2022
LAT,46.0,0 days 00:01:27.870000,15.0,31.0,HARD,2022
LAT,47.0,0 days 00:02:00.449000,15.0,32.0,HARD,2022
LAT,48.0,0 days 00:02:14.429000,15.0,1.0,SOFT,2022
LAT,49.0,0 days 00:01:35.047000,15.0,2.0,SOFT,2022
LAT,50.0,0 days 00:01:54.072000,15.0,3.0,SOFT,2022
LAT,51.0,0 days 00:02:24.227000,15.0,4.0,SOFT,2022
LAT,52.0,0 days 00:02:11.146000,15.0,5.0,SOFT,2022
RUS,1.0,0 days 00:01:29.427000,2.0,1.0,SOFT,2022
RUS,2.0,0 days 00:01:26.724000,2.0,2.0,SOFT,2022
RUS,3.0,0 days 00:01:26.432000,2.0,3.0,SOFT,2022
RUS,4.0,0 days 00:01:26.143000,2.0,4.0,SOFT,2022
RUS,5.0,0 days 00:01:26.878000,3.0,5.0,SOFT,2022
RUS,6.0,0 days 00:01:25.761000,3.0,6.0,SOFT,2022
RUS,7.0,0 days 00:01:26.255000,3.0,7.0,SOFT,2022
RUS,8.0,0 days 00:01:26.273000,3.0,8.0,SOFT,2022
RUS,9.0,0 days 00:01:26.404000,3.0,9.0,SOFT,2022
RUS,10.0,0 days 00:01:26.169000,3.0,10.0,SOFT,2022
RUS,11.0,0 days 00:01:26.551000,3.0,11.0,SOFT,2022
RUS,12.0,0 days 00:01:48.631000,3.0,12.0,SOFT,2022
RUS,13.0,0 days 00:01:28.268000,2.0,13.0,SOFT,2022
RUS,14.0,0 days 00:01:26.289000,2.0,14.0,SOFT,2022
RUS,15.0,0 days 00:01:26.302000,2.0,15.0,SOFT,2022
RUS,16.0,0 days 00:01:26.396000,2.0,16.0,SOFT,2022
RUS,17.0,0 days 00:01:26.234000,2.0,17.0,SOFT,2022
RUS,18.0,0 days 00:01:26.412000,2.0,18.0,SOFT,2022
RUS,19.0,0 days 00:01:26.452000,2.0,19.0,SOFT,2022
RUS,20.0,0 days 00:01:26.537000,2.0,20.0,SOFT,2022
RUS,21.0,0 days 00:01:26.491000,2.0,21.0,SOFT,2022
RUS,22.0,0 days 00:01:26.714000,2.0,22.0,SOFT,2022
RUS,23.0,0 days 00:01:30.661000,3.0,23.0,SOFT,2022
RUS,24.0,0 days 00:01:47.766000,4.0,1.0,HARD,2022
RUS,25.0,0 days 00:01:25.678000,4.0,2.0,HARD,2022
RUS,26.0,0 days 00:01:25.593000,4.0,3.0,HARD,2022
RUS,27.0,0 days 00:01:25.917000,4.0,4.0,HARD,2022
RUS,28.0,0 days 00:01:25.792000,4.0,5.0,HARD,2022
RUS,29.0,0 days 00:01:26.159000,4.0,6.0,HARD,2022
RUS,30.0,0 days 00:01:26.140000,3.0,7.0,HARD,2022
RUS,31.0,0 days 00:01:25.938000,3.0,8.0,HARD,2022
RUS,32.0,0 days 00:01:26.041000,3.0,9.0,HARD,2022
RUS,33.0,0 days 00:01:25.957000,3.0,10.0,HARD,2022
RUS,34.0,0 days 00:01:26.087000,3.0,11.0,HARD,2022
RUS,35.0,0 days 00:01:25.714000,3.0,12.0,HARD,2022
RUS,36.0,0 days 00:01:25.893000,3.0,13.0,HARD,2022
RUS,37.0,0 days 00:01:25.985000,3.0,14.0,HARD,2022
RUS,38.0,0 days 00:01:25.645000,3.0,15.0,HARD,2022
RUS,39.0,0 days 00:01:25.652000,3.0,16.0,HARD,2022
RUS,40.0,0 days 00:01:25.288000,3.0,17.0,HARD,2022
RUS,41.0,0 days 00:01:25.366000,3.0,18.0,HARD,2022
RUS,42.0,0 days 00:01:25.431000,3.0,19.0,HARD,2022
RUS,43.0,0 days 00:01:25.509000,3.0,20.0,HARD,2022
RUS,44.0,0 days 00:01:26.052000,3.0,21.0,HARD,2022
RUS,45.0,0 days 00:01:26.052000,3.0,22.0,HARD,2022
RUS,46.0,0 days 00:01:25.833000,3.0,23.0,HARD,2022
RUS,47.0,0 days 00:01:32.390000,3.0,24.0,HARD,2022
RUS,48.0,,3.0,4.0,SOFT,2022
RUS,49.0,0 days 00:02:16.908000,3.0,5.0,SOFT,2022
RUS,50.0,0 days 00:02:04.303000,3.0,6.0,SOFT,2022
RUS,51.0,0 days 00:01:33.770000,3.0,7.0,SOFT,2022
RUS,52.0,0 days 00:01:28.695000,3.0,8.0,SOFT,2022
RUS,53.0,0 days 00:02:06.853000,3.0,9.0,SOFT,2022
BOT,1.0,0 days 00:01:38.273000,20.0,1.0,MEDIUM,2022
BOT,2.0,0 days 00:01:29.846000,20.0,2.0,MEDIUM,2022
BOT,3.0,0 days 00:01:29.643000,20.0,3.0,MEDIUM,2022
BOT,4.0,0 days 00:01:28.362000,20.0,4.0,MEDIUM,2022
BOT,5.0,0 days 00:01:27.560000,20.0,5.0,MEDIUM,2022
BOT,6.0,0 days 00:01:27.704000,20.0,6.0,MEDIUM,2022
BOT,7.0,0 days 00:01:28.065000,20.0,7.0,MEDIUM,2022
BOT,8.0,0 days 00:01:28.043000,19.0,8.0,MEDIUM,2022
BOT,9.0,0 days 00:01:28.987000,19.0,9.0,MEDIUM,2022
BOT,10.0,0 days 00:01:27.942000,19.0,10.0,MEDIUM,2022
BOT,11.0,0 days 00:01:28.315000,18.0,11.0,MEDIUM,2022
BOT,12.0,0 days 00:01:50.882000,18.0,12.0,MEDIUM,2022
BOT,13.0,0 days 00:01:27.509000,18.0,13.0,MEDIUM,2022
BOT,14.0,0 days 00:01:27.992000,18.0,14.0,MEDIUM,2022
BOT,15.0,0 days 00:01:28.072000,17.0,15.0,MEDIUM,2022
BOT,16.0,0 days 00:01:28.411000,17.0,16.0,MEDIUM,2022
BOT,17.0,0 days 00:01:27.570000,17.0,17.0,MEDIUM,2022
BOT,18.0,0 days 00:01:27.434000,16.0,18.0,MEDIUM,2022
BOT,19.0,0 days 00:01:27.491000,13.0,19.0,MEDIUM,2022
BOT,20.0,0 days 00:01:27.637000,9.0,20.0,MEDIUM,2022
BOT,21.0,0 days 00:01:27.669000,9.0,21.0,MEDIUM,2022
BOT,22.0,0 days 00:01:28.688000,10.0,22.0,MEDIUM,2022
BOT,23.0,0 days 00:01:27.671000,10.0,23.0,MEDIUM,2022
BOT,24.0,0 days 00:01:27.827000,10.0,24.0,MEDIUM,2022
BOT,25.0,0 days 00:01:27.549000,10.0,25.0,MEDIUM,2022
BOT,26.0,0 days 00:01:27.771000,10.0,26.0,MEDIUM,2022
BOT,27.0,0 days 00:01:27.813000,10.0,27.0,MEDIUM,2022
BOT,28.0,0 days 00:01:27.648000,10.0,28.0,MEDIUM,2022
BOT,29.0,0 days 00:01:28.377000,10.0,29.0,MEDIUM,2022
BOT,30.0,0 days 00:01:27.303000,10.0,30.0,MEDIUM,2022
BOT,31.0,0 days 00:01:27.602000,10.0,31.0,MEDIUM,2022
BOT,32.0,0 days 00:01:27.322000,9.0,32.0,MEDIUM,2022
BOT,33.0,0 days 00:01:27.182000,8.0,33.0,MEDIUM,2022
BOT,34.0,0 days 00:01:26.993000,7.0,34.0,MEDIUM,2022
BOT,35.0,0 days 00:01:31.014000,11.0,35.0,MEDIUM,2022
BOT,36.0,0 days 00:01:46.684000,17.0,1.0,SOFT,2022
BOT,37.0,0 days 00:01:26.481000,16.0,2.0,SOFT,2022
BOT,38.0,0 days 00:01:26.105000,16.0,3.0,SOFT,2022
BOT,39.0,0 days 00:01:26.123000,16.0,4.0,SOFT,2022
BOT,40.0,0 days 00:01:26.104000,16.0,5.0,SOFT,2022
BOT,41.0,0 days 00:01:26.356000,16.0,6.0,SOFT,2022
BOT,42.0,0 days 00:01:26.197000,15.0,7.0,SOFT,2022
BOT,43.0,0 days 00:01:26.250000,15.0,8.0,SOFT,2022
BOT,44.0,0 days 00:01:26.062000,15.0,9.0,SOFT,2022
BOT,45.0,0 days 00:01:25.706000,15.0,10.0,SOFT,2022
BOT,46.0,0 days 00:01:26.749000,14.0,11.0,SOFT,2022
BOT,47.0,0 days 00:01:54.237000,13.0,12.0,SOFT,2022
BOT,48.0,0 days 00:01:58.624000,13.0,13.0,SOFT,2022
BOT,49.0,0 days 00:01:44.343000,13.0,14.0,SOFT,2022
BOT,50.0,0 days 00:02:11.878000,13.0,15.0,SOFT,2022
BOT,51.0,0 days 00:02:23.805000,13.0,16.0,SOFT,2022
BOT,52.0,0 days 00:02:12.057000,13.0,17.0,SOFT,2022
VER,1.0,0 days 00:01:27.905000,2.0,1.0,MEDIUM,2023
VER,2.0,0 days 00:01:26.163000,2.0,2.0,MEDIUM,2023
VER,3.0,0 days 00:01:25.702000,2.0,3.0,MEDIUM,2023
VER,4.0,0 days 00:01:26.050000,2.0,4.0,MEDIUM,2023
VER,5.0,0 days 00:01:26.176000,2.0,5.0,MEDIUM,2023
VER,6.0,0 days 00:01:26.837000,2.0,6.0,MEDIUM,2023
VER,7.0,0 days 00:01:26.368000,2.0,7.0,MEDIUM,2023
VER,8.0,0 days 00:01:25.990000,2.0,8.0,MEDIUM,2023
VER,9.0,0 days 00:01:26.605000,2.0,9.0,MEDIUM,2023
VER,10.0,0 days 00:01:26.603000,2.0,10.0,MEDIUM,2023
VER,11.0,0 days 00:01:26.643000,2.0,11.0,MEDIUM,2023
VER,12.0,0 days 00:01:26.442000,2.0,12.0,MEDIUM,2023
VER,13.0,0 days 00:01:26.666000,2.0,13.0,MEDIUM,2023
VER,14.0,0 days 00:01:27.028000,2.0,14.0,MEDIUM,2023
VER,15.0,0 days 00:01:26.782000,1.0,15.0,MEDIUM,2023
VER,16.0,0 days 00:01:26.718000,1.0,16.0,MEDIUM,2023
VER,17.0,0 days 00:01:26.733000,1.0,17.0,MEDIUM,2023
VER,18.0,0 days 00:01:26.273000,1.0,18.0,MEDIUM,2023
VER,19.0,0 days 00:01:26.438000,1.0,19.0,MEDIUM,2023
VER,20.0,0 days 00:01:30.849000,1.0,20.0,MEDIUM,2023
VER,21.0,0 days 00:01:45.660000,5.0,1.0,HARD,2023
VER,22.0,0 days 00:01:25.885000,3.0,2.0,HARD,2023
VER,23.0,0 days 00:01:26.159000,2.0,3.0,HARD,2023
VER,24.0,0 days 00:01:26.327000,2.0,4.0,HARD,2023
VER,25.0,0 days 00:01:25.914000,1.0,5.0,HARD,2023
VER,26.0,0 days 00:01:25.786000,1.0,6.0,HARD,2023
VER,27.0,0 days 00:01:25.501000,1.0,7.0,HARD,2023
VER,28.0,0 days 00:01:25.434000,1.0,8.0,HARD,2023
VER,29.0,0 days 00:01:25.471000,1.0,9.0,HARD,2023
VER,30.0,0 days 00:01:25.398000,1.0,10.0,HARD,2023
VER,31.0,0 days 00:01:25.502000,1.0,11.0,HARD,2023
VER,32.0,0 days 00:01:25.410000,1.0,12.0,HARD,2023
VER,33.0,0 days 00:01:25.240000,1.0,13.0,HARD,2023
VER,34.0,0 days 00:01:25.683000,1.0,14.0,HARD,2023
VER,35.0,0 days 00:01:25.815000,1.0,15.0,HARD,2023
VER,36.0,0 days 00:01:25.598000,1.0,16.0,HARD,2023
VER,37.0,0 days 00:01:25.683000,1.0,17.0,HARD,2023
VER,38.0,0 days 00:01:25.585000,1.0,18.0,HARD,2023
VER,39.0,0 days 00:01:25.486000,1.0,19.0,HARD,2023
VER,40.0,0 days 00:01:25.901000,1.0,20.0,HARD,2023
VER,41.0,0 days 00:01:25.779000,1.0,21.0,HARD,2023
VER,42.0,0 days 00:01:25.912000,1.0,22.0,HARD,2023
VER,43.0,0 days 00:01:25.994000,1.0,23.0,HARD,2023
VER,44.0,0 days 00:01:25.751000,1.0,24.0,HARD,2023
VER,45.0,0 days 00:01:25.916000,1.0,25.0,HARD,2023
VER,46.0,0 days 00:01:26.185000,1.0,26.0,HARD,2023
VER,47.0,0 days 00:01:26.137000,1.0,27.0,HARD,2023
VER,48.0,0 days 00:01:27.235000,1.0,28.0,HARD,2023
VER,49.0,0 days 00:01:27.907000,1.0,29.0,HARD,2023
VER,50.0,0 days 00:01:28.393000,1.0,30.0,HARD,2023
VER,51.0,0 days 00:01:27.525000,1.0,31.0,HARD,2023
GAS,1.0,0 days 00:01:35.974000,17.0,1.0,MEDIUM,2023
GAS,2.0,0 days 00:01:28.696000,17.0,2.0,MEDIUM,2023
GAS,3.0,0 days 00:01:27.916000,17.0,3.0,MEDIUM,2023
GAS,4.0,0 days 00:01:27.472000,17.0,4.0,MEDIUM,2023
GAS,5.0,0 days 00:01:27.694000,17.0,5.0,MEDIUM,2023
GAS,6.0,0 days 00:01:27.324000,17.0,6.0,MEDIUM,2023
GAS,7.0,0 days 00:01:27.210000,17.0,7.0,MEDIUM,2023
GAS,8.0,0 days 00:01:27.240000,17.0,8.0,MEDIUM,2023
GAS,9.0,0 days 00:01:27.366000,17.0,9.0,MEDIUM,2023
GAS,10.0,0 days 00:01:32.034000,18.0,10.0,MEDIUM,2023
GAS,11.0,0 days 00:01:50.170000,19.0,4.0,HARD,2023
GAS,12.0,0 days 00:01:27.431000,19.0,5.0,HARD,2023
GAS,13.0,0 days 00:01:27.368000,18.0,6.0,HARD,2023
GAS,14.0,0 days 00:01:27.348000,18.0,7.0,HARD,2023
GAS,15.0,0 days 00:01:27.363000,18.0,8.0,HARD,2023
GAS,16.0,0 days 00:01:27.088000,18.0,9.0,HARD,2023
GAS,17.0,0 days 00:01:27.076000,18.0,10.0,HARD,2023
GAS,18.0,0 days 00:01:27.053000,18.0,11.0,HARD,2023
GAS,19.0,0 days 00:01:27.136000,18.0,12.0,HARD,2023
GAS,20.0,0 days 00:01:27.035000,18.0,13.0,HARD,2023
GAS,21.0,0 days 00:01:27.706000,17.0,14.0,HARD,2023
GAS,22.0,0 days 00:01:27.219000,17.0,15.0,HARD,2023
GAS,23.0,0 days 00:01:27.454000,17.0,16.0,HARD,2023
GAS,24.0,0 days 00:01:27.060000,17.0,17.0,HARD,2023
GAS,25.0,0 days 00:01:27.223000,16.0,18.0,HARD,2023
GAS,26.0,0 days 00:01:27.590000,15.0,19.0,HARD,2023
GAS,27.0,0 days 00:01:27.189000,15.0,20.0,HARD,2023
GAS,28.0,0 days 00:01:27.521000,15.0,21.0,HARD,2023
GAS,29.0,0 days 00:01:27.383000,15.0,22.0,HARD,2023
GAS,30.0,0 days 00:01:27.658000,15.0,23.0,HARD,2023
GAS,31.0,0 days 00:01:32.204000,17.0,24.0,HARD,2023
GAS,32.0,0 days 00:01:46.720000,19.0,1.0,MEDIUM,2023
GAS,33.0,0 days 00:01:26.439000,19.0,2.0,MEDIUM,2023
GAS,34.0,0 days 00:01:26.877000,18.0,3.0,MEDIUM,2023
GAS,35.0,0 days 00:01:26.903000,18.0,4.0,MEDIUM,2023
GAS,36.0,0 days 00:01:26.797000,18.0,5.0,MEDIUM,2023
GAS,37.0,0 days 00:01:26.499000,18.0,6.0,MEDIUM,2023
GAS,38.0,0 days 00:01:26.357000,18.0,7.0,MEDIUM,2023
GAS,39.0,0 days 00:01:26.736000,17.0,8.0,MEDIUM,2023
GAS,40.0,0 days 00:01:26.548000,16.0,9.0,MEDIUM,2023
GAS,41.0,0 days 00:01:26.346000,16.0,10.0,MEDIUM,2023
GAS,42.0,0 days 00:01:26.425000,16.0,11.0,MEDIUM,2023
GAS,43.0,0 days 00:01:25.921000,16.0,12.0,MEDIUM,2023
GAS,44.0,0 days 00:01:25.758000,16.0,13.0,MEDIUM,2023
GAS,45.0,0 days 00:01:26.297000,16.0,14.0,MEDIUM,2023
GAS,46.0,0 days 00:01:26.292000,16.0,15.0,MEDIUM,2023
GAS,47.0,0 days 00:01:26.144000,16.0,16.0,MEDIUM,2023
GAS,48.0,0 days 00:01:26.288000,16.0,17.0,MEDIUM,2023
GAS,49.0,0 days 00:01:27.913000,16.0,18.0,MEDIUM,2023
GAS,50.0,0 days 00:01:27.375000,15.0,19.0,MEDIUM,2023
GAS,51.0,,,20.0,MEDIUM,2023
PER,1.0,0 days 00:01:29.806000,5.0,1.0,MEDIUM,2023
PER,2.0,0 days 00:01:26.881000,5.0,2.0,MEDIUM,2023
PER,3.0,0 days 00:01:26.143000,5.0,3.0,MEDIUM,2023
PER,4.0,0 days 00:01:26.019000,5.0,4.0,MEDIUM,2023
PER,5.0,0 days 00:01:26.354000,5.0,5.0,MEDIUM,2023
PER,6.0,0 days 00:01:26.465000,5.0,6.0,MEDIUM,2023
PER,7.0,0 days 00:01:26.333000,5.0,7.0,MEDIUM,2023
PER,8.0,0 days 00:01:26.887000,5.0,8.0,MEDIUM,2023
PER,9.0,0 days 00:01:26.564000,5.0,9.0,MEDIUM,2023
PER,10.0,0 days 00:01:26.454000,5.0,10.0,MEDIUM,2023
PER,11.0,0 days 00:01:27.245000,5.0,11.0,MEDIUM,2023
PER,12.0,0 days 00:01:26.968000,5.0,12.0,MEDIUM,2023
PER,13.0,0 days 00:01:27.014000,5.0,13.0,MEDIUM,2023
PER,14.0,0 days 00:01:27.451000,5.0,14.0,MEDIUM,2023
PER,15.0,0 days 00:01:26.779000,5.0,15.0,MEDIUM,2023
PER,16.0,0 days 00:01:26.823000,4.0,16.0,MEDIUM,2023
PER,17.0,0 days 00:01:27.011000,4.0,17.0,MEDIUM,2023
PER,18.0,0 days 00:01:26.765000,4.0,18.0,MEDIUM,2023
PER,19.0,0 days 00:01:26.669000,3.0,19.0,MEDIUM,2023
PER,20.0,0 days 00:01:26.509000,2.0,20.0,MEDIUM,2023
PER,21.0,0 days 00:01:30.934000,1.0,21.0,MEDIUM,2023
PER,22.0,0 days 00:01:45.228000,7.0,1.0,HARD,2023
PER,23.0,0 days 00:01:25.564000,6.0,2.0,HARD,2023
PER,24.0,0 days 00:01:25.759000,5.0,3.0,HARD,2023
PER,25.0,0 days 00:01:26.005000,5.0,4.0,HARD,2023
PER,26.0,0 days 00:01:25.884000,5.0,5.0,HARD,2023
PER,27.0,0 days 00:01:26.456000,4.0,6.0,HARD,2023
PER,28.0,0 days 00:01:25.584000,4.0,7.0,HARD,2023
PER,29.0,0 days 00:01:25.606000,4.0,8.0,HARD,2023
PER,30.0,0 days 00:01:25.757000,4.0,9.0,HARD,2023
PER,31.0,0 days 00:01:26.415000,4.0,10.0,HARD,2023
PER,32.0,0 days 00:01:25.880000,3.0,11.0,HARD,2023
PER,33.0,0 days 00:01:26.020000,3.0,12.0,HARD,2023
PER,34.0,0 days 00:01:25.948000,3.0,13.0,HARD,2023
PER,35.0,0 days 00:01:25.651000,3.0,14.0,HARD,2023
PER,36.0,0 days 00:01:25.627000,3.0,15.0,HARD,2023
PER,37.0,0 days 00:01:25.757000,3.0,16.0,HARD,2023
PER,38.0,0 days 00:01:25.584000,3.0,17.0,HARD,2023
PER,39.0,0 days 00:01:25.522000,3.0,18.0,HARD,2023
PER,40.0,0 days 00:01:25.626000,3.0,19.0,HARD,2023
PER,41.0,0 days 00:01:26.719000,3.0,20.0,HARD,2023
PER,42.0,0 days 00:01:26.539000,3.0,21.0,HARD,2023
PER,43.0,0 days 00:01:26.624000,3.0,22.0,HARD,2023
PER,44.0,0 days 00:01:26.329000,3.0,23.0,HARD,2023
PER,45.0,0 days 00:01:26.573000,3.0,24.0,HARD,2023
PER,46.0,0 days 00:01:25.598000,2.0,25.0,HARD,2023
PER,47.0,0 days 00:01:26.476000,2.0,26.0,HARD,2023
PER,48.0,0 days 00:01:26.108000,2.0,27.0,HARD,2023
PER,49.0,0 days 00:01:26.006000,2.0,28.0,HARD,2023
PER,50.0,0 days 00:01:26.385000,2.0,29.0,HARD,2023
PER,51.0,0 days 00:01:25.903000,2.0,30.0,HARD,2023
ALO,1.0,0 days 00:01:33.340000,11.0,1.0,MEDIUM,2023
ALO,2.0,0 days 00:01:28.012000,11.0,2.0,MEDIUM,2023
ALO,3.0,0 days 00:01:27.546000,11.0,3.0,MEDIUM,2023
ALO,4.0,0 days 00:01:27.221000,11.0,4.0,MEDIUM,2023
ALO,5.0,0 days 00:01:27.033000,11.0,5.0,MEDIUM,2023
ALO,6.0,0 days 00:01:27.175000,11.0,6.0,MEDIUM,2023
ALO,7.0,0 days 00:01:26.929000,11.0,7.0,MEDIUM,2023
ALO,8.0,0 days 00:01:26.943000,10.0,8.0,MEDIUM,2023
ALO,9.0,0 days 00:01:27.383000,10.0,9.0,MEDIUM,2023
ALO,10.0,0 days 00:01:27.368000,10.0,10.0,MEDIUM,2023
ALO,11.0,0 days 00:01:27.343000,10.0,11.0,MEDIUM,2023
ALO,12.0,0 days 00:01:27.339000,10.0,12.0,MEDIUM,2023
ALO,13.0,0 days 00:01:27.158000,10.0,13.0,MEDIUM,2023
ALO,14.0,0 days 00:01:27.607000,10.0,14.0,MEDIUM,2023
ALO,15.0,0 days 00:01:26.929000,10.0,15.0,MEDIUM,2023
ALO,16.0,0 days 00:01:27.164000,9.0,16.0,MEDIUM,2023
ALO,17.0,0 days 00:01:27.156000,9.0,17.0,MEDIUM,2023
ALO,18.0,0 days 00:01:27.275000,9.0,18.0,MEDIUM,2023
ALO,19.0,0 days 00:01:27.318000,9.0,19.0,MEDIUM,2023
ALO,20.0,0 days 00:01:28.284000,7.0,20.0,MEDIUM,2023
ALO,21.0,0 days 00:01:32.377000,6.0,21.0,MEDIUM,2023
ALO,22.0,0 days 00:01:47.272000,12.0,4.0,HARD,2023
ALO,23.0,0 days 00:01:26.849000,12.0,5.0,HARD,2023
ALO,24.0,0 days 00:01:26.949000,11.0,6.0,HARD,2023
ALO,25.0,0 days 00:01:26.899000,11.0,7.0,HARD,2023
ALO,26.0,0 days 00:01:26.792000,10.0,8.0,HARD,2023
ALO,27.0,0 days 00:01:26.666000,10.0,9.0,HARD,2023
ALO,28.0,0 days 00:01:26.723000,9.0,10.0,HARD,2023
ALO,29.0,0 days 00:01:26.997000,10.0,11.0,HARD,2023
ALO,30.0,0 days 00:01:26.915000,10.0,12.0,HARD,2023
ALO,31.0,0 days 00:01:26.848000,10.0,13.0,HARD,2023
ALO,32.0,0 days 00:01:26.747000,10.0,14.0,HARD,2023
ALO,33.0,0 days 00:01:26.769000,10.0,15.0,HARD,2023
ALO,34.0,0 days 00:01:26.563000,10.0,16.0,HARD,2023
ALO,35.0,0 days 00:01:26.517000,10.0,17.0,HARD,2023
ALO,36.0,0 days 00:01:26.457000,10.0,18.0,HARD,2023
ALO,37.0,0 days 00:01:26.380000,10.0,19.0,HARD,2023
ALO,38.0,0 days 00:01:26.574000,10.0,20.0,HARD,2023
ALO,39.0,0 days 00:01:26.707000,10.0,21.0,HARD,2023
ALO,40.0,0 days 00:01:26.610000,10.0,22.0,HARD,2023
